point_id,year,As [mg*kg-1],Ba [mg*kg-1],Be [mg*kg-1],Cd [mg*kg-1],Co [mg*kg-1],Cr [mg*kg-1],Cu [mg*kg-1],Hg [mg*kg-1],La [mg*kg-1],Li [mg*kg-1],Mn [mg*kg-1],Ni [mg*kg-1],Pb [mg*kg-1],Sr [mg*kg-1],V [mg*kg-1],Zn [mg*kg-1]
401,1995,,65.7,0.43,0.21,3.24,14.3,10.2,,20.3,8.8,428,12.2,19.1,22.4,26.7,41.7
401,2000,,66.0,0.4,0.24,4.02,13.8,9.5,,21.0,7.2,388,10.5,18.3,26.2,30.0,38.0
401,2005,,70.3,0.33,0.23,4.89,12.5,9.4,,19.8,5.4,398,9.7,16.3,20.2,29.9,36.0
401,2010,,38.7,0.3,0.12,3.4,8.9,8.6,,12.9,3.1,315,7.5,8.9,8.7,10.1,24.6
401,2015,1.77,35.0,0.3,0.11,3.13,8.8,6.0,0.02,14.0,3.7,286.0,7.2,7.6,8.6,10.7,21.5
401,2020,2.1,41.9,"<2,00","<0,50",3.48,10.3,2.8,"<0,100",16.35,"<10,00",309,7.55,8.11,"<10,00",12,18.6
403,1995,,59.0,0.4,0.19,3.95,17.0,10.8,,16.3,9.4,385,14.3,9.1,26.6,33.3,65.0
403,2000,,59.3,0.46,0.28,5.07,14.8,10.2,,16.3,8.7,413,12.2,12.0,19.8,33.0,71.7
403,2005,,60.1,0.43,0.23,5.23,16.9,11.5,,20.3,7.3,385,14.6,9.3,19.4,29.0,70.7
403,2010,,50.7,0.43,0.16,4.72,12.0,10.3,,12.4,5.9,392,11.4,14.5,17.3,15.2,29.5
403,2015,1.77,34.9,0.3,0.11,3.13,8.8,6.0,0.02,14.0,3.7,286.0,7.2,7.6,8.6,10.7,21.5
403,2020,4.38,61.4,"<2,00","<0,50",5.58,18.7,10.1,"<0,100",21.58,"<10,00",319,15.1,10.5,18.6,23.3,29.3
405,1995,,71.7,0.5,0.67,5.73,17.2,11.3,,17.9,6.5,865,12.2,24.7,17.7,39.3,80.0
405,2000,,80.0,0.57,0.67,6.88,16.2,11.0,,20.1,8.4,847,11.8,25.6,19.4,35.3,78.3
405,2005,,70.4,0.47,0.45,6.43,14.9,10.4,,15.4,8.0,892,9.3,27.3,14.4,38.6,82.5
405,2010,,81.7,0.52,0.46,5.26,16.7,15.9,,16.3,7.3,518,12.0,25.0,15.0,25.4,98.0
405,2015,6.05,126.7,0.49,0.46,7.38,17.3,11.7,0.04,12.4,7.2,468.0,14.1,24.6,12.3,25.1,69.3
405,2020,4.98,56.2,"<2,00","<0,50",8.3,20.2,8.73,"<0,100",19.07,11.3,411,16.8,19.9,13.8,25,70.5
407,1995,,74.3,0.63,0.59,3.29,20.8,21.7,,21.7,16.2,437,17.2,21.1,23.1,46.7,81.7
407,2000,,80.8,0.8,0.72,3.79,23.7,24.2,,19.0,15.7,418,18.3,20.0,23.0,46.7,96.6
407,2005,,69.3,0.56,0.63,3.5,18.3,26.3,,20.6,17.1,500,16.3,22.9,29.7,48.9,89.9
407,2010,,54.0,0.58,0.58,8.36,17.7,16.2,,13.0,8.5,586,15.8,31.9,12.1,25.4,98.3
407,2015,7.04,55.6,0.51,0.58,7.9,18.2,14.2,0.06,9.9,8.5,506.0,14.6,29.7,12.6,25.7,85.9
407,2020,7.98,61.6,"<2,00",0.65,8.21,21.6,12.3,"<0,100",20.43,14.2,611,14.3,30.5,19.1,29,79.7
409,1995,,45.7,0.37,0.77,2.56,14.3,8.8,,15.4,7.5,287,9.2,27.2,11.3,39.3,73.3
409,2000,,49.0,0.47,0.97,3.32,13.3,8.5,,18.4,10.1,300,8.2,28.3,13.5,36.7,71.7
409,2005,,41.9,0.33,0.82,2.66,12.0,7.5,,13.9,6.9,240,8.6,31.2,10.3,36.0,76.5
409,2010,,45.3,0.4,0.89,4.18,15.0,9.4,,14.0,7.3,322,9.7,34.7,7.2,24.2,119.3
409,2015,5.21,46.7,0.36,1.01,3.7,14.9,8.2,0.06,9.9,6.3,253.0,9.5,32.8,8.3,21.9,108.3
409,2020,5.36,46.1,"<2,00",0.7,4.01,16.5,10.7,"<0,100",17.04,10.5,322,8.77,29.7,10.8,22.6,70.3
411,1995,,110.3,0.57,1.6,4.47,19.8,20.2,,18.3,12.9,620,12.5,46.1,29.9,40.0,266.7
411,2000,,137.8,0.6,1.79,5.74,21.0,23.8,,18.1,12.6,580,12.2,50.8,33.8,38.3,308.0
411,2005,,103.7,0.59,1.65,5.93,21.5,26.1,,16.4,10.3,590,10.6,48.4,25.3,39.3,249.5
411,2010,,81.8,0.63,1.06,8.55,17.3,28.5,,11.4,8.5,594,15.5,55.9,23.6,23.2,212.6
411,2015,6.31,66.6,0.56,0.87,7.87,16.7,20.1,0.12,10.8,8.7,508.0,14.4,38.9,15.9,22.1,129.6
411,2020,5.03,85.2,"<2,00","<0,50",8.31,22.2,9.09,"<0,100",17.69,20.5,304,17.7,13.8,12,28.8,43.6
413,1995,,105.0,0.67,0.56,3.95,23.5,19.7,,12.6,21.7,843,26.7,19.2,14.2,46.7,86.7
413,2000,,111.0,0.73,0.7,4.95,24.2,21.7,,13.1,23.2,867,29.3,20.1,16.1,40.0,98.3
413,2005,,115.2,0.67,0.67,4.96,20.3,20.4,,10.7,18.5,884,30.3,26.3,19.2,46.0,105.6
413,2010,,103.9,0.64,0.57,9.58,22.9,20.1,,9.1,14.9,850,29.7,28.5,9.9,25.8,101.2
413,2015,5.08,88.2,0.57,0.58,9.09,21.5,18.8,0.06,7.7,13.9,826.0,30.2,43.4,9.1,22.0,86.3
413,2020,8.04,142,"<2,00",0.91,12.5,38.9,23.7,"<0,100",8.75,22.7,1140,42,44,17.5,41.6,123
415,1995,,116.3,0.73,0.55,3.25,17.2,19.2,,12.9,17.0,420,20.7,18.8,30.3,33.3,115.0
415,2000,,109.7,0.67,0.71,4.25,18.7,19.2,,13.9,18.5,450,22.0,20.3,28.4,28.0,128.3
415,2005,,105.9,0.57,0.52,3.76,15.2,20.7,,12.3,16.4,502,25.3,21.3,26.6,27.6,118.2
415,2010,,95.8,0.56,0.45,7.15,17.1,17.7,,8.0,17.4,473,24.7,23.8,8.7,19.7,99.4
415,2015,5.07,81.3,0.61,0.43,7.25,17.4,15.5,0.08,6.1,18.4,417.0,22.0,23.9,8.8,20.2,82.4
415,2020,6.37,107,"<2,00",0.64,7.79,22.4,15.4,0.1,12.5,28.9,471,22.8,30.5,13.8,25.1,94.6
417,1995,,60.0,0.47,0.56,3.95,13.5,14.0,,18.4,11.8,308,9.7,43.7,12.6,40.0,61.7
417,2000,,56.7,0.4,0.7,4.18,14.2,12.8,,16.4,10.6,293,8.8,43.5,11.3,40.0,65.0
417,2005,,64.9,0.37,0.56,4.06,13.8,13.9,,14.2,9.3,336,10.0,50.9,11.0,35.6,69.9
417,2010,,57.4,0.42,0.71,4.71,13.8,12.3,,13.0,7.8,340,9.4,45.4,8.1,22.3,107.0
417,2015,7.09,70.2,0.68,0.81,6.07,19.4,14.7,0.12,14.9,11.7,386.0,13.0,47.6,11.2,29.3,104.9
417,2020,6.6,70,"<2,00",0.85,5.35,17.1,11.1,0.14,17.78,13.1,387,11.5,39.5,17.4,25.4,91.5
419,1995,,47.7,0.43,0.35,7.2,15.3,6.2,,22.2,12.8,420,9.8,20.5,13.9,40.0,43.3
419,2000,,44.3,0.5,0.37,6.73,15.8,7.2,,25.7,10.3,455,8.6,18.3,11.4,36.7,43.3
419,2005,,52.0,0.37,0.31,6.59,14.5,8.5,,28.1,11.2,384,10.3,16.6,9.8,39.6,41.2
419,2010,,46.4,0.46,0.25,9.29,17.0,7.2,,16.1,9.7,574,10.0,21.8,5.5,29.9,44.1
419,2015,6.12,51.5,0.46,0.25,7.24,17.6,8.6,0.04,12.9,10.7,430.0,12.2,20.4,6.1,26.8,44.0
419,2020,6.79,47,"<2,00","<0,50",7.3,17.8,7.85,"<0,100",17.17,11.5,462,9.38,20.7,"<10,00",26.8,38.7
421,1995,,57.0,0.47,0.81,4.19,12.3,9.0,,19.3,8.5,410,9.3,25.7,13.3,23.3,63.3
421,2000,,52.0,0.43,0.72,4.09,13.2,9.7,,14.8,8.0,400,10.1,27.7,13.8,25.8,65.0
421,2005,,49.6,0.4,0.83,4.0,13.4,10.2,,14.7,9.1,380,10.2,24.7,14.6,22.3,68.3
421,2010,,57.9,0.44,0.65,4.56,13.5,9.7,,14.6,5.0,426,9.7,25.1,7.2,15.0,78.0
421,2015,4.37,40.7,0.43,0.63,4.32,9.3,9.8,0.03,8.0,4.9,396.0,8.4,25.3,6.5,13.4,79.3
421,2020,3.77,51.9,"<2,00",0.59,4.75,12.7,6.65,"<0,100",17.45,"<10,00",399,9.99,23.8,"<10,00",16.3,68.2
423,1995,,89.7,0.57,0.91,8.29,25.2,16.7,,11.9,22.8,660,30.7,32.1,17.6,42.7,95.0
423,2000,,86.3,0.57,0.88,7.88,23.3,17.5,,13.0,23.4,697,33.7,30.9,19.6,40.0,88.3
423,2005,,87.1,0.5,0.73,8.11,27.2,18.2,,13.4,19.9,697,36.3,29.9,16.4,37.2,91.4
423,2010,,84.6,0.54,0.65,9.46,25.8,17.8,,8.4,17.0,751,34.8,28.0,8.5,25.1,96.0
423,2015,5.42,77.1,0.45,0.67,9.74,28.1,18.3,0.04,7.3,15.6,750.0,37.6,32.3,9.4,27.1,95.9
423,2020,7.98,106,"<2,00",0.92,12.1,37.9,21.3,"<0,100",9.51,22.9,896,45.1,37.6,14.6,36.7,117
425,1995,,31.3,0.43,0.75,4.99,15.5,10.7,,17.9,9.7,455,12.6,23.1,14.2,31.3,66.7
425,2000,,37.0,0.5,0.75,5.6,15.8,11.5,,15.4,10.3,470,12.1,21.9,12.7,29.7,60.0
425,2005,,34.6,0.57,0.83,4.96,15.0,10.0,,19.4,8.0,435,15.0,23.3,10.5,25.7,71.4
425,2010,,41.6,0.5,0.45,6.38,14.2,10.9,,16.5,7.5,475,12.8,22.8,8.4,17.1,61.8
425,2015,3.57,45.1,0.4,0.41,6.08,14.9,10.6,0.03,17.2,6.5,437.0,13.1,18.9,9.3,18.1,56.7
425,2020,4.65,64.2,"<2,00",0.73,6.23,16.8,12.8,"<0,100",17.07,"<10,00",561,14.3,21.1,20.2,19.8,67.5
427,1995,,113.0,0.87,0.95,19.87,39.5,23.5,,11.7,40.3,799,71.0,36.1,22.4,63.0,110.0
427,2000,,108.7,0.73,0.87,18.11,42.0,26.0,,10.9,39.8,740,82.3,32.7,25.5,58.3,121.7
427,2005,,97.3,0.6,0.73,20.18,45.5,31.9,,9.3,36.5,777,83.8,40.0,24.6,54.5,130.5
427,2010,,115.2,0.75,0.74,16.93,46.8,24.0,,7.6,27.8,808,70.8,40.6,18.6,42.6,119.0
427,2015,5.73,124.1,0.57,0.75,15.14,49.1,21.8,0.11,7.0,21.8,645.0,71.1,54.9,17.1,40.5,122.4
427,2020,8.49,110,"<2,00",0.75,20,53.7,31.2,"<0,100",7.42,35.4,1020,74.7,43.7,23.1,50.1,125
429,1995,,121.0,1.07,0.65,15.2,27.5,24.2,,6.8,39.7,743,51.5,26.0,18.4,51.3,91.7
429,2000,,131.3,0.9,0.57,12.4,30.0,26.3,,5.5,36.2,730,56.0,25.1,16.9,53.3,91.7
429,2005,,140.6,0.8,0.47,16.12,33.5,27.9,,5.2,32.5,680,55.8,28.6,17.9,51.0,103.3
429,2010,,137.5,0.92,0.59,12.88,30.5,27.1,,6.5,25.6,873,48.9,29.9,12.6,30.6,115.8
429,2015,6.28,133.5,0.65,0.48,13.71,32.2,23.8,0.07,7.4,18.9,960.0,52.6,34.6,12.7,31.2,112.1
429,2020,8.16,171,"<2,00",0.73,13.2,30.7,24.5,"<0,100",11.37,30.2,908,46.8,26.8,"<10,00",28,98.1
431,1995,,59.3,0.47,0.36,7.63,13.3,7.7,,16.4,11.8,550,15.0,14.0,10.7,22.7,40.0
431,2000,,57.3,0.43,0.29,6.09,15.3,8.7,,14.9,12.5,527,15.6,14.9,8.0,23.3,43.3
431,2005,,62.2,0.43,0.23,7.48,16.0,10.4,,11.7,11.3,495,14.8,12.3,8.8,22.2,45.3
431,2010,,60.0,0.48,0.2,6.46,16.8,8.8,,11.9,9.5,593,20.1,13.5,5.7,20.0,47.5
431,2015,3.87,53.1,0.41,0.22,6.3,18.4,10.3,0.03,13.8,8.6,546.0,20.8,12.0,6.5,22.2,48.7
431,2020,4.39,52.6,"<2,00","<0,50",6.76,16,8.4,"<0,100",13.36,10.9,504,15.9,14.5,"<10,00",18.1,42.4
433,1995,,130.3,0.63,0.69,9.25,19.2,27.8,,12.5,23.4,725,35.0,47.2,18.4,40.3,75.0
433,2000,,118.6,0.67,0.52,7.88,21.5,28.3,,8.7,26.4,673,39.0,44.2,13.7,40.0,81.7
433,2005,,112.7,0.5,0.44,7.66,24.5,29.6,,9.0,23.4,678,38.4,38.7,14.6,32.9,87.8
433,2010,,86.1,0.6,0.47,9.97,25.7,21.1,,9.6,20.4,675,37.5,24.9,13.0,26.1,92.0
433,2015,5.79,92.6,0.53,0.45,10.74,30.5,21.6,0.06,11.8,19.1,714.0,42.2,19.6,14.7,30.6,84.2
433,2020,5.38,68.4,"<2,00","<0,50",8.16,23.3,12.1,"<0,100",11.65,28.5,603,31.7,12.8,28.5,22.4,49.3
435,1995,,60.7,0.6,0.65,9.57,17.5,13.8,,21.6,18.1,612,22.1,21.2,13.6,34.3,66.7
435,2000,,57.7,0.6,0.63,9.17,19.0,14.8,,18.9,18.5,617,21.7,18.3,13.0,37.0,73.3
435,2005,,65.8,0.66,0.53,9.04,20.7,16.7,,19.4,19.5,584,23.3,23.6,16.2,43.2,82.1
435,2010,,56.6,0.63,0.45,9.69,22.6,18.5,,17.1,16.8,618,26.7,21.7,11.8,26.6,83.6
435,2015,6.41,48.6,0.62,0.43,9.96,24.1,18.1,0.06,19.6,15.0,601.0,27.0,24.5,11.5,28.0,75.9
435,2020,11.2,52.1,"<2,00",0.65,12.7,33.4,27.5,0.118,22.54,21.6,622,38.5,27.9,16,39.5,91.7
437,1995,,57.0,0.5,0.37,7.68,17.3,10.8,,23.0,11.7,593,16.8,15.5,16.1,36.0,45.0
437,2000,,53.3,0.43,0.29,7.84,14.5,10.2,,23.5,10.1,587,18.1,14.5,15.0,33.3,51.7
437,2005,,46.6,0.4,0.26,8.46,15.0,10.8,,18.8,9.7,596,17.0,17.0,13.1,34.2,40.5
437,2010,,41.8,0.38,0.24,7.78,13.1,9.6,,13.2,5.8,617,15.7,14.9,7.2,17.0,43.5
437,2015,3.64,36.7,0.36,0.22,7.37,13.3,9.2,0.03,15.4,6.4,568.0,14.6,12.5,7.0,16.6,36.9
437,2020,5.61,53.5,"<2,00","<0,50",7.97,21.7,12.9,"<0,100",21,10.2,511,20.3,14.2,11.6,25.6,46.6
439,1995,,42.3,0.4,0.36,7.47,12.8,8.8,,16.6,8.7,575,19.1,17.9,10.0,29.7,55.0
439,2000,,48.1,0.43,0.34,7.95,12.3,9.2,,13.6,9.1,550,17.6,18.6,9.4,33.0,51.7
439,2005,,40.6,0.37,0.27,7.43,13.1,9.9,,13.1,8.1,494,14.0,17.3,7.9,28.3,48.2
439,2010,,40.2,0.49,0.24,8.07,20.4,10.9,,14.2,9.0,543,21.9,16.4,8.2,23.9,58.1
439,2015,5.12,44.3,0.56,0.24,9.3,23.8,13.7,0.05,14.9,10.3,575.0,23.0,15.9,8.9,26.4,57.6
439,2020,5.15,51.1,"<2,00","<0,50",9.36,34.2,16,"<0,100",19.28,21.8,456,29.8,13.8,21.5,32.1,57.2
441,1995,,74.7,1.1,0.49,6.8,42.5,32.3,,18.5,42.3,733,49.7,15.5,34.0,73.3,90.0
441,2000,,68.3,0.97,0.49,7.99,38.3,31.8,,15.3,41.7,725,53.5,20.1,28.9,73.3,95.3
441,2005,,74.6,0.87,0.49,10.89,36.4,28.3,,15.3,47.7,705,44.0,21.3,23.2,67.8,90.1
441,2010,,50.9,0.75,0.41,13.11,38.3,30.7,,13.7,22.7,712,49.6,24.0,15.5,35.8,96.6
441,2015,7.1,42.9,0.76,0.39,14.36,38.7,31.1,0.08,12.8,19.9,732.0,50.8,24.3,16.4,36.1,93.3
441,2020,8.22,54.8,"<2,00",0.52,13.4,42.1,24.2,"<0,100",17.33,28.4,747,45.7,27.5,22.8,38.5,84.2
443,1995,,72.3,0.57,0.44,5.01,21.5,11.3,,18.3,24.8,353,19.0,16.5,15.0,48.3,53.3
443,2000,,85.5,0.94,0.66,8.67,25.7,13.8,,17.3,28.4,408,22.1,15.7,19.7,50.7,60.3
443,2005,,91.2,0.73,0.64,9.08,27.0,13.3,,14.4,20.0,473,26.6,20.0,16.7,45.9,62.7
443,2010,,77.9,0.73,0.54,7.99,23.5,21.9,,13.4,15.9,674,27.6,23.7,13.2,29.3,83.3
443,2015,6.14,85.1,0.84,0.52,8.17,29.0,24.1,0.09,16.2,17.3,634.0,28.2,25.1,14.6,35.5,81.3
443,2020,9.92,112,"<2,00",0.68,8.52,26.7,16.9,"<0,100",19.6,21.8,771,27.3,21.4,16.2,32.5,68.7
445,1995,,60.7,0.47,0.32,4.91,13.0,8.5,,17.9,9.3,492,13.2,14.0,13.9,30.7,34.5
445,2000,,56.3,0.5,0.28,5.37,15.5,10.7,,18.9,10.6,467,17.6,13.2,13.9,36.7,35.0
445,2005,,62.3,0.5,0.27,5.4,17.7,11.2,,17.9,8.7,440,18.0,14.7,14.4,29.8,39.3
445,2010,,61.4,0.46,0.13,6.48,16.2,9.4,,16.6,6.9,464,17.7,13.2,11.1,23.8,42.0
445,2015,4.69,56.8,0.58,0.13,7.41,19.8,12.2,0.02,16.8,8.3,491.0,19.9,12.6,12.3,27.1,42.9
445,2020,5.25,63.2,"<2,00","<0,50",6.59,20.8,7.75,"<0,100",21.37,12.4,429,17.7,12,17.3,27.2,35.7
447,1995,,57.0,0.47,0.29,2.97,16.0,11.3,,19.6,10.5,488,13.2,10.8,31.5,35.3,30.0
447,2000,,62.0,0.47,0.25,3.19,15.5,11.7,,18.3,10.5,468,15.1,13.1,29.9,33.3,31.7
447,2005,,60.4,0.39,0.28,3.46,14.3,10.4,,13.3,8.5,461,13.3,12.6,25.5,27.3,34.3
447,2010,,60.0,0.4,0.2,5.88,13.3,11.3,,14.5,5.9,475,14.7,13.6,18.9,17.5,38.8
447,2015,3.75,49.7,0.47,0.18,6.32,15.9,10.8,0.04,17.3,7.3,460.0,15.3,11.7,13.1,20.0,36.3
447,2020,5.04,67.5,"<2,00","<0,50",7.2,18.9,10.3,0.136,14.61,"<10,00",555,16,14.7,15,23.1,35.3
449,1995,,52.00,0.50,0.35,7.57,18.50,16.70,,17.30,11.10,620,22.90,17.30,27.30,35.30,46.70
449,2000,,64.60,0.78,0.36,7.84,22.00,19.30,,15.50,14.40,683,23.80,19.10,31.50,40.80,50.10
449,2005,,63.20,0.53,0.36,8.09,20.30,16.00,,14.30,12.30,739,19.00,19.30,32.50,39.80,48.40
449,2010,,60.56,0.49,0.26,7.94,15.56,21.19,,13.14,6.78,806,18.11,16.62,24.60,21.57,54.13
449,2015,4.53,61.34,0.48,0.24,8.9,15.53,25.1,0.027,11.17,6.78,889.0,18.68,14.26,25.49,21.49,46.91
449,2020,4.92,76.3,"<2,00","<0,50",9.04,22.1,22.1,"<0,100",18.37,"<10,00",889,18.6,15.9,31.4,27.5,46.4
